Post Date,Brand Name,Brand Handle,Industry,Campaign Type,Campaign Message,OOH Formats,Location,Caption Summary,Brand Confidence,Industry Confidence
2025-07-14,Visit Sharjah,@visit_shj,Hospitality & Tourism,seasonal,Highlighting Shamsa Entertainment Park and encouraging visitors to enjoy a joyful season in Sharjah.,billboard,"Sharjah, UAE","A new spark is lighting up the #UAE’s #billboards for the splashy, smiley face of “@visit_shj,” inviting viewers to enjoy a season packed with joy, spotlighting Shamsa Entertainment Park. 

Read the f",HIGH,HIGH
2025-07-23,e& Money,@eanduae,Banking & Finance,product_launch,Introducing the e& Money card with global spending power and competitive exchange rates.,DOOH,"Dubai, UAE","Travel the world, feel at home. @eanduae Money’s latest D/OOH campaign in #Dubai is all about giving your card global power with the best exchange rates around. 

Read the full article on our website ",HIGH,HIGH
2025-07-15,Maestro Pizza,@maestropizza_ae,Food & Beverage,partnership,Limited‑edition pizza campaign in partnership with Netflix’s Squid Game series.,billboard,"Dubai, UAE","In a bold and playful crossover, @maestropizza_ae has partnered with Netflix’s global hit series Squid Game to launch a limited-edition campaign that merges pop culture with fast food 

Read the full ",HIGH,HIGH
2025-08-06,Kia,@kia_mea,Automotive,product_launch,Promoting the new Kia K4 model across UAE billboards.,billboard,"Dubai, UAE","@kia_mea’s K4 steals the spotlight across the #UAE's #billboards with a new #outdoor campaign that’s redefining bold on the road.

Read the full article on our website 🌍 

#InsiteOOH 🪧
#Emirates_OOH 🇦",HIGH,HIGH
2025-07-29,Danube Properties,@danubeproperties,Real Estate,promotional_sale,Showcasing die‑cut billboards with attractive real‑estate offers.,billboard,"Dubai, UAE","@danubeproperties is turning heads across the #UAE with sparkling die cut #billboards and unbeatable offers!

Read the full article on our website 🌍 

#InsiteOOH 🪧
#Emirates_OOH 🇦🇪
#Stay_Tuned",HIGH,HIGH
2025-07-18,Dubai Islamic Bank,@dib.ae,Banking & Finance,anniversary,Celebrating DIB’s 50th anniversary with a prize‑driven OOH campaign.,billboard,"Dubai, UAE","@dib.ae  is running an #OOH Campaign to celebrate its 50th, featuring prizes worth up to AED 10 million

Read the Full article on our website 🌍 

#InsiteOOH 
#Emirates_OOH 🇦🇪
#Stay_Tuned
#ThinkDOOH",HIGH,HIGH
2025-07-23,Marvel Studios,@marvelstudios,Entertainment & Media,event_promotion,Promoting the release of 'Fantastic Four: First Steps' in cinemas.,billboard,"Dubai, UAE","Witness the epic return of @marvelstudios' first family in ""@fantasticfour: First Steps,"" hitting cinemas on July 24! Starring @pascalispunk, @vanessa__kirby, @josephquinn, and @ebonmossbachrach.

Rea",HIGH,HIGH
2025-08-08,Vision Developments,@visiondevelopmentsae,Real Estate,brand_awareness,"A minimalist, architecture‑driven campaign that lets the development’s design speak for itself.",billboard,UAE,"Aesthetically, @visiondevelopmentsae' campaign opts for aspirational minimalism. It doesn't overdo the visual real estate with promotional copy or overstated promises of availability. Rather, it allow",HIGH,HIGH
2025-07-15,2XL Home,@2xl.home,Real Estate,promotional_sale,"Promotes a “Perfect Summer Escape” sale, offering a stylish summer sanctuary.",billboard,"Dubai, UAE","@2xl.home  unveils ""The Perfect Summer Escape"" #OOH Campaign, promoting ""the perfect Summer Escape"" sale, enticing passersby with the promise of a serene and stylish summer sanctuary

Read the full ar",HIGH,HIGH
2025-08-01,Wadan Developments,@wadandevelopments,Real Estate,brand_awareness,New branding rollout across UAE streets and highways to raise brand visibility.,"billboard, highway","Dubai, UAE","From Highways to High-End Living, @wadandevelopments' takes over the #UAE's streets with new branding #outdoor campaign.

Read the full article on our website 🌍 

#InsiteOOH 🪧
#Emirates_OOH 🇦🇪
#Stay_T",HIGH,HIGH
2025-07-17,Jetour UAE,@jetouruae,Automotive,promotional_sale,Showcases a wide vehicle range and attractive trade‑in offers.,billboard,"Dubai, UAE","@jetouruae has launched an #OOH campaign across the #UAE, showcasing its diverse range of vehicles and appealing trade-in offers.

Read the full article on our website 🌍 

#InsiteOOH 🪧
#Emirates_OOH 🇦",HIGH,HIGH
2025-10-09,Sharjah Chamber of Commerce & Industry,@sharjahchamber,Government & Public Sector,brand_awareness,First large‑scale outdoor campaign to raise consumer‑protection awareness across the UAE.,billboard,UAE,"The Emirates Society for Consumer Protection by @sharjahchamber has rolled out its first large-scale #outdoor campaign in the #UAE.

Read the full article on our website 🌍 

#InsiteOOH🪧 #MediaTrends #",HIGH,HIGH
2025-08-12,Anax Developments,@anax_developments,Real Estate,product_launch,"Launch of the new V‑Suites, marking a bold return to the UAE outdoor advertising scene.",billboard,"Dubai, UAE","It has been a full year since @anax_developments last made a play in the #UAE’s #outdoor advertising scene. Now they are back, and they are not holding back on ambition. Their latest campaign spotligh",HIGH,HIGH
2025-07-30,Insite OOH,@insiteooh_ae,Industry News,other,Congratulatory note on Sheikh Hamdan’s promotion to First Lieutenant General.,,UAE,"On the occasion of the esteemed trust placed in H.H. Sheikh Hamdan bin Mohammed bin Rashid Al Maktoum, Crown Prince of Dubai, Deputy Prime Minister, and Minister of Defence, by H.H. Sheikh Mohamed bin",MEDIUM,MEDIUM
2025-07-07,SHJ Islamic Bank,@shjislamicbank,Banking & Finance,promotional_sale,"Massive promotion promising to turn clients into millionaires, displayed on major UAE roadways.","digital billboard, roadside","Dubai, UAE","@shjislamicbank has reestablished its D/OOH on the major roadways of the #UAE, highlighting a huge promotion that aims to turn its clients into millionaires.

Read the full article on our website 🌍 

",HIGH,HIGH
2025-07-08,Visit Saudi,@visitsaudi,Hospitality & Tourism,seasonal,Summer‑focused DOOH campaign promoting Saudi Arabia’s summer activities to attract tourists.,DOOH,"Dubai, UAE","@visitsaudi has launched a #DOOH campaign across #Dubai, showcasing the Kingdom's exciting summer activities to attract tourists.

Read the full article on our website 🌍 

#InsiteOOH 🪧
#Emirates_OOH 🇦",HIGH,HIGH
2025-07-31,Longines,@longines,Retail,brand_awareness,Subtle luxury watch billboard emphasizing brand prestige without overt sales messaging.,billboard,"Dubai, UAE","""There’s something different about seeing a luxury watch on a #billboard when it isn’t trying to sell you anything loudly. That’s the feeling behind @longines’ latest #outdoor campaign in the #UAE.

R",HIGH,HIGH
2025-07-07,Galaxy Arabia,@galaxyarabia,Food & Beverage,product_launch,Promotes the limited‑edition Pistachio Kunafa Milk chocolate bar on city‑wide digital screens.,DOOH,"Dubai, UAE","@galaxyarabia is lighting up the city’s digital screens with its limited-edition Pistachio Kunafa Milk chocolate bar, and it’s as dreamy as it sounds. 

Read the full article on our website 🌍 

#Insit",HIGH,HIGH
2025-07-08,Nutrabolt Life,@nutraboltlife,Food & Beverage,product_launch,Highlights the new C5 Energy pre‑workout drink with an energetic OOH push.,billboard,"Dubai, UAE","An explosion of energy in drink form @nutraboltlife C5 Energy pre-workout.

Read the full article on our website 🌍 

#InsiteOOH 🪧
#Emirates_OOH 🇦🇪
#Stay_Tuned",HIGH,HIGH
2025-07-10,AG Properties Real Estate LLC,@agpropertiesrealestatellc,Real Estate,project_promotion,Showcases the Whitecliffs Residences development via a striking billboard.,billboard,"Dubai, UAE","@agpropertiesrealestatellc Turns Heads with Striking Whitecliffs Residences Billboard in Dubai

Read the full article on our website 🌍 

#InsiteOOH 
#Emirates_OOH 🇦🇪
#Stay_Tuned",HIGH,HIGH
2025-07-07,Emirates,@emirates,Hospitality & Tourism,brand_awareness,Positions Emirates as a gateway to exotic cultural experiences through a city‑wide outdoor campaign.,"outdoor, billboard","Dubai, UAE","@emirates Airlines launches a brand-new #outdoor advertising campaign on the streets of #Dubai, presenting itself not only as an airline but as a gateway to exotic and cultural experiences.

Read the ",HIGH,HIGH
2025-07-09,Nissan Dubai,@nissandxb,Automotive,promotion,"Promotes a swipe‑to‑drive offer, emphasizing a frictionless purchase experience.",billboard,"Dubai, UAE","We swipe to unlock. Swipe to pay. @nissandxb's offer: now swipe to drive and catch this offer, showing a frictionless, almost impulsive purchase process. 

Read the full article on our website 🌍 

#In",HIGH,HIGH
2025-07-10,Fresha,@fresha,Beauty & Personal Care,service_promotion,"Advertises Fresha’s salon‑booking platform, linking beauty & wellness services to digital OOH screens.",DOOH,"Dubai, UAE","Self-care just got a whole lot easier (and prettier)! @fresha has officially hit Dubai’s streets with a D/OOH campaign that’s as fresh as its name. From beauty to wellness, your next salon visit is ju",HIGH,HIGH
2025-07-08,Homesrus Stores,@homesrusstores,Retail,promotional_sale,Highlights the recurring ‘Half Back’ value proposition through ongoing OOH advertising.,billboard,"Dubai, UAE","@homesrusstores has consistently captivated customers with its recurring #OOH advertising campaigns that highlight their ""Half Back,"" which has become emblematic of the brand's commitment to value and",HIGH,HIGH
2025-07-17,Talabat UAE,@talabatuae,Food & Beverage,product_launch,Announces the arrival of Indian flavors on the Talabat platform via a city‑wide OOH splash.,"digital, billboard","Dubai, UAE","@talabatuae’s new #OOH campaign is lighting up #Dubai with the big news: your favorite Indian flavors have landed in the #UAE and they’re only on Talabat. 

Read the full article on our website 🌍 

#I",HIGH,HIGH
2025-07-02,Talabat UAE,@talabatuae,Food & Beverage,brand_awareness,Celebrates ‘The Golden Age of Beirut’ with street‑level OOH visuals across the UAE.,"street, billboard",UAE,"The Golden Age Of Beirut Hit the Streets of the #UAE by @talabatuae.

Read the full article on our website 🌍 

#InsiteOOH 🪧
#Emirates_OOH 🇦🇪
#Stay_Tuned
#ThinkDOOH",HIGH,HIGH
2025-06-30,Azizi Group,@azizigroup,Real Estate,project_promotion,Introduces the upcoming Azizi Milan development with a bold outdoor visual campaign.,"outdoor, billboard",UAE,"@azizigroup makes a bold visual statement across the streets of the #UAE with its latest #outdoor advertising campaign introducing the upcoming “Azizi Milan” project.

Read the full article on our web",HIGH,HIGH
2025-07-04,KFC Arabia,@kfcarabia,Food & Beverage,product_launch,"Launch of the ""Mighty Cruncher Melt"" chicken fillet with eye‑catching close‑up visuals.","digital billboard, static billboard",UAE,"@kfcarabia's ""Mighty Cruncher Melt"" campaign explodes onto digital billboards and static ads, tempting taste buds with crave-inducing close-ups of its golden-crisped chicken fillets. The secret's in t",HIGH,HIGH
2025-07-03,Noon Food,@noon_food,Retail,partnership,"Noon Food promotes three local brands (Shawerman, Al Halaby Sweets, Al Mashawi) in a vibrant outdoor wave.",billboard,"Dubai, UAE","In a fresh #outdoor wave across the #UAE, #Noon_Food unleashes a vibrant and appetite-inducing campaign showcasing three popular local brands @shawerman.ae, @alhalabyasweets, and @almashawi.alhalabya.",HIGH,HIGH
2025-07-04,Sephora Middle East,@sephoramiddleeast,Beauty & Personal Care,brand_awareness,"Skincare‑focused DOOH campaign highlighting moisturizers from Tatcha, Dr. Jart+, Elemis and others.",billboard,"Dubai, UAE","Hot days call for hydrated skin! @sephoramiddleeast is lighting up Dubai’s #billboards with a skincare message we can all relate to. Featuring top-tier moisturizers from brands like Tatcha, Dr. Jart+,",HIGH,HIGH
2025-07-02,Papa John's UAE,@papajohnsuae,Food & Beverage,product_launch,Promotion of the new Croissant Pizza with visuals of cheesy pizza topped with flaky croissant slices.,billboard,"Dubai, UAE","@papajohnsuae's new Croissant Pizza is catching attention on #billboards across the #UAE. highlights the ‘new’ with appealing visuals of the cheesy pizza topped with flaky croissant slices. 

Read the",HIGH,HIGH
2025-07-01,Gold Apple,@goldapple_me,Beauty & Personal Care,brand_awareness,"First OOH hoarding for Gold Apple at City Centre Mirdif, marking its UAE debut.",hoarding,"Dubai, UAE","@goldapple_me, a renowned cosmetics retailer, has made its debut in the #UAE with a bold #outdoor hoarding in @citycentremirdif.

Read the full article on our website 🌍 

#InsiteOOH 🪧
#Emirates_OOH 🇦🇪",HIGH,HIGH
2025-07-11,Bee'ah Group,@beeahgroup,Real Estate,project_promotion,Outdoor campaign raising awareness for the Khalid Bin Sultan City development.,outdoor billboard,"Dubai, UAE","For the very first time, @beeahgroup launches an #outdoor advertising campaign in the #UAE to raise awareness for its grand @khalidbinsultancity development initiative.

Read the full article on our w",HIGH,MEDIUM
2025-06-25,Samsung,@samsung,Technology,product_promotion,Showcase of Samsung AI Home powered by Samsung Smart on a prominent Dubai digital screen.,"digital screen, DOOH","Dubai, UAE","On one of #Dubai’s prominent digital screens, @samsung presented an AI Home powered by Samsung Smart, all accessible with a single touch from your mobile device.

Read the full article on our website ",HIGH,HIGH
2025-06-30,Careem UAE,@careemuae,Transportation & Logistics,service_promotion,"Vibrant DOOH campaign promoting Careem’s ""Meals:ON"" mode and meal offers.",DOOH,"Dubai, UAE","@careemuae has unleashed a vibrant #DOOH campaign across #Dubai, highlighting their ""Meals:ON"" mode for irresistible meal offers.

Read the full article on our website 🌍 

#InsiteOOH 🪧
#Emirates_OOH 🇦",HIGH,HIGH
